food_name,calories,protein,fat,carbs
grapes,166,26.25,16.69,75.87
chicken_curry,99,12.92,5.29,76.85
juice,340,5.74,19.88,65.16
ice_cream,111,9.71,18.03,71.17
orange,161,14.4,22.89,42.2
sandwich,474,29.43,18.07,38.17
burger,86,23.08,0.98,32.43
dosa,219,15.78,12.99,53.41
fish_fry,102,28.0,13.64,53.5
pizza,422,14.06,7.64,51.77
noodles,167,17.47,9.7,21.5
upma,437,21.09,13.59,50.52
pasta,338,20.56,7.08,62.03
fried_rice,91,9.52,5.88,65.37
idli,351,12.11,6.71,64.69
upma,239,1.41,12.71,13.43
ice_cream,328,25.45,14.16,64.66
dal,128,6.01,2.53,14.43
sambar,232,10.8,18.52,11.64
dal,245,11.41,21.34,77.68
poha,89,26.76,0.62,11.31
pasta,260,25.45,3.37,77.24
dosa,426,14.4,10.51,75.87
fish_fry,120,6.67,6.9,56.94
pizza,451,16.07,7.86,60.34
poha,479,6.15,10.37,20.13
banana,115,5.57,14.3,40.04
milk,393,11.15,0.79,45.12
grapes,192,19.27,15.83,17.17
grapes,136,22.68,20.88,14.58
burger,309,29.16,4.07,39.22
dosa,420,21.54,4.57,55.97
grapes,196,22.94,12.23,13.92
chapati,332,25.96,11.44,64.94
rice,497,17.9,9.63,33.07
pizza,490,29.47,19.17,56.17
apple,254,7.85,5.29,7.15
pasta,457,17.74,23.05,47.76
sandwich,380,19.3,7.82,72.09
ice_cream,402,29.94,10.29,34.8
banana,161,27.89,4.11,75.38
rice,191,1.69,11.14,29.02
tea,389,17.14,7.44,50.53
cake,325,2.81,12.27,12.31
grapes,349,19.38,22.4,43.29
grapes,440,23.93,14.71,59.27
sambar,479,28.78,15.81,10.28
tea,93,23.72,14.58,69.46
paneer,271,16.12,22.56,7.58
egg_omelette,394,1.41,15.82,53.0
milk,328,10.54,16.72,64.01
tofu,307,26.08,15.76,74.75
fried_rice,478,16.69,14.49,6.15
chicken_curry,117,19.01,21.09,59.15
rice,204,9.25,9.23,7.17
sandwich,280,13.48,11.94,12.3
dosa,369,5.04,22.46,67.08
pizza,477,19.92,1.67,26.97
poha,346,2.0,2.09,63.09
rice,278,2.66,9.38,22.66
chapati,416,23.24,11.75,49.83
paneer,87,15.8,5.5,25.9
juice,51,26.37,4.5,70.55
dal,161,1.99,5.95,5.98
grapes,155,21.55,22.21,54.57
milk,192,8.25,14.48,55.38
chapati,298,22.74,6.25,24.12
apple,383,11.08,1.38,67.36
ice_cream,302,9.19,12.86,5.04
noodles,175,22.06,6.65,48.22
cake,103,29.04,10.44,6.42
rice,73,7.13,22.06,11.53
noodles,175,16.97,19.35,69.12
poha,100,2.2,22.8,22.36
coffee,113,15.65,10.61,78.06
noodles,411,20.67,7.01,62.07
sambar,286,27.42,0.69,26.28
fried_rice,470,21.98,6.5,22.57
ice_cream,155,7.28,16.43,59.53
idli,194,28.56,21.8,59.36
idli,119,5.32,8.18,37.41
paneer,211,24.01,5.07,42.22
grapes,402,2.68,7.05,76.48
chapati,220,24.14,12.63,54.27
tofu,268,19.55,20.84,57.85
coffee,372,6.47,8.07,19.12
juice,496,18.38,19.71,18.79
egg_omelette,436,2.04,7.97,9.21
dal,303,8.38,12.15,57.32
tea,97,15.85,12.59,11.16
sandwich,341,17.67,14.82,36.16
apple,399,16.94,12.09,68.92
tofu,139,11.93,8.41,18.5
orange,495,28.96,21.37,33.87
chicken_curry,286,17.04,6.9,56.7
sandwich,98,4.3,24.91,59.64
banana,268,26.51,6.43,69.95
milk,61,5.62,4.85,78.3
fried_rice,444,28.72,18.59,28.89
banana,119,10.68,14.09,25.23
upma,422,12.36,5.23,54.94
sambar,131,1.41,2.73,67.12
burger,215,10.87,5.46,71.6
pizza,341,28.85,11.04,59.35
coffee,468,8.74,22.31,36.32
paneer,134,13.79,9.51,40.82
poha,75,5.59,2.0,65.26
pasta,349,3.84,6.56,12.08
sandwich,148,15.83,4.8,25.16
rice,120,27.44,3.81,73.79
rice,79,14.86,7.19,8.34
sambar,217,10.21,11.95,23.5
cake,443,29.66,2.47,11.42
sambar,288,1.86,18.8,62.32
paneer,424,17.2,1.8,69.9
upma,144,8.41,16.92,27.69
sandwich,256,21.81,23.71,60.05
pasta,272,1.55,1.06,15.8
rice,228,3.47,3.39,50.32
fish_fry,275,13.41,6.93,28.31
cake,145,15.96,12.23,48.34
fried_rice,192,22.0,9.96,66.68
tea,204,4.42,23.99,8.86
sambar,413,3.3,7.07,38.68
sandwich,109,14.7,13.41,66.34
chicken_curry,274,18.22,21.94,44.95
upma,136,24.45,11.33,33.22
noodles,269,9.99,10.24,32.42
noodles,284,22.04,7.49,70.79
tofu,229,18.52,7.43,40.99
salad,412,14.8,11.84,12.95
milk,298,16.15,21.44,7.33
pizza,494,9.58,24.38,28.9
cake,319,17.41,19.73,64.41
noodles,121,24.75,11.34,27.96
pizza,251,22.15,17.54,33.98
egg_omelette,419,21.02,24.09,6.01
upma,266,12.87,22.08,40.73
apple,214,26.74,3.68,41.02
idli,205,22.08,18.15,24.45
dal,114,24.96,14.21,56.44
poha,310,17.75,19.56,49.3
poha,419,13.11,7.57,46.39
dal,197,28.56,23.36,22.83
grapes,262,25.89,20.54,64.6
pasta,303,24.15,17.16,53.56
cake,425,26.54,21.98,29.44
coffee,260,19.1,22.29,44.23
egg_omelette,288,9.37,11.63,73.98
pizza,169,22.61,6.25,47.72
milk,393,28.17,8.25,44.16
coffee,411,13.92,0.63,31.08
idli,183,9.64,7.18,12.29
noodles,164,25.33,20.72,69.61
dal,255,18.44,11.49,49.57
milk,476,3.74,9.49,19.75
banana,179,28.53,3.94,30.32
apple,77,20.07,11.97,11.24
chapati,173,8.82,17.06,72.5
tofu,499,27.16,11.04,9.38
noodles,363,14.87,22.41,21.5
banana,457,21.19,23.32,9.0
ice_cream,413,12.79,10.52,18.16
dal,377,11.92,7.63,51.57
pasta,495,24.44,10.19,39.33
ice_cream,244,9.35,20.88,28.12
pasta,310,14.86,15.45,60.9
ice_cream,292,3.04,6.16,77.44
pasta,115,21.7,10.52,75.35
pizza,319,29.9,17.21,7.66
pasta,209,17.56,22.23,27.64
juice,129,7.44,12.71,50.49
banana,425,10.25,23.87,52.55
dosa,365,18.9,5.32,66.51
pasta,81,20.19,15.87,40.75
tofu,224,6.31,14.13,5.64
coffee,313,10.11,9.58,76.32
apple,464,27.19,18.49,43.58
chicken_curry,481,9.69,14.6,14.96
dal,53,7.91,20.49,67.93
salad,312,25.65,15.16,46.92
fried_rice,241,25.3,12.21,5.84
chicken_curry,454,12.15,8.45,7.86
dosa,316,13.38,15.89,71.16
banana,302,25.15,12.34,72.16
juice,306,17.33,7.55,59.24
banana,451,3.35,6.48,60.81
banana,491,9.64,19.28,63.71
grapes,117,12.86,16.24,33.68
dosa,403,9.27,7.05,47.64
dal,440,10.13,5.78,48.49
tofu,480,24.69,13.03,19.16
pizza,322,11.98,18.22,8.68
dal,465,10.85,16.7,63.3
chicken_curry,355,21.15,20.63,42.03
noodles,165,3.87,12.76,54.24
chicken_curry,449,17.26,23.65,14.76
banana,204,18.64,24.84,66.23
coffee,467,18.35,7.15,61.2
dal,464,6.96,10.14,36.61
ice_cream,348,8.81,15.29,40.82
banana,126,17.6,24.07,35.5
sambar,454,5.54,10.64,78.62
orange,149,1.97,4.62,24.7
sambar,82,6.85,6.12,20.5
fried_rice,271,19.66,17.58,61.33
dal,120,3.52,14.13,57.84
grapes,265,29.38,13.61,6.02
fried_rice,463,6.7,15.96,14.99
burger,133,5.95,15.48,68.38
tofu,302,22.66,12.78,37.12
upma,500,13.59,8.13,7.66
fried_rice,373,5.21,9.64,19.31
cake,430,11.42,3.86,40.69
cake,464,27.35,21.61,63.83
upma,227,6.8,20.22,77.26
fried_rice,108,28.01,18.0,37.64
coffee,394,5.78,16.33,44.33
banana,321,2.53,6.22,49.82
dal,195,29.7,23.85,57.57
tofu,226,27.01,14.52,39.69
idli,66,1.28,22.58,53.39
orange,152,29.4,17.0,61.05
chapati,189,6.91,10.94,24.52
sandwich,136,14.78,7.58,24.74
apple,177,22.46,1.06,16.74
orange,151,18.4,1.75,24.23
pasta,255,12.49,3.6,64.54
sandwich,404,5.33,21.46,34.41
sambar,459,5.14,11.93,37.5
noodles,298,12.14,13.69,26.74
sandwich,467,26.54,23.06,47.08
tofu,56,6.52,16.19,63.85
juice,371,26.03,14.81,60.78
egg_omelette,394,18.47,8.47,16.32
grapes,198,10.77,2.17,79.86
rice,354,4.95,20.26,32.99
grapes,303,24.82,24.77,6.63
juice,480,20.8,19.19,21.08
pizza,500,12.32,23.83,22.91
chicken_curry,201,29.21,24.18,28.41
coffee,381,7.21,17.67,29.67
fried_rice,183,4.61,17.2,74.37
juice,473,6.64,14.16,23.66
burger,396,15.67,21.85,62.99
fish_fry,92,20.34,11.31,75.98
tea,325,14.03,16.46,77.72
pasta,481,26.96,2.68,13.67
sandwich,449,27.46,13.74,75.57
tea,436,9.06,6.17,45.33
dal,372,25.27,2.06,44.37
milk,385,24.67,21.62,23.05
banana,300,4.17,15.69,49.15
juice,363,18.39,17.98,72.33
egg_omelette,301,7.63,22.88,31.25
salad,237,28.83,23.14,54.29
chicken_curry,395,1.41,22.39,32.26
cake,186,10.0,6.28,73.59
tea,169,6.75,1.1,37.49
banana,302,22.12,9.91,33.36
cake,456,5.31,20.97,57.66
fish_fry,144,7.84,21.95,58.59
rice,156,19.37,13.4,22.47
milk,234,19.74,3.15,36.06
egg_omelette,293,13.28,7.98,9.8
fish_fry,496,1.41,2.56,65.84
dal,100,19.71,23.88,65.57
sandwich,420,25.11,24.03,20.9
paneer,490,11.29,10.5,56.6
dal,389,25.62,7.83,52.2
egg_omelette,196,29.16,14.99,7.34
cake,169,18.42,15.78,63.56
fish_fry,257,28.26,10.02,7.28
upma,227,17.64,21.19,23.2
egg_omelette,460,20.27,11.58,9.14
chicken_curry,453,5.02,18.53,46.73
coffee,53,28.91,18.13,24.45
apple,100,15.35,14.43,32.22
chapati,111,14.07,16.03,18.24
rice,164,17.18,15.95,15.2
fish_fry,471,2.53,17.17,48.37
salad,91,24.8,15.08,19.1
sandwich,99,4.64,18.15,36.42
juice,360,20.57,11.53,47.88
pizza,475,5.41,20.59,61.18
paneer,295,26.06,17.18,11.14
orange,174,5.69,22.86,16.77
idli,379,10.65,2.33,7.5
dosa,128,21.81,8.3,60.4
idli,151,10.55,19.74,16.57
sandwich,482,10.3,17.15,46.64
paneer,339,12.59,11.15,12.67
noodles,246,14.38,12.63,45.53
egg_omelette,485,10.12,3.79,23.63
milk,335,23.05,2.59,40.56
ice_cream,61,24.35,7.97,5.52
tea,146,4.84,17.28,6.98
fried_rice,107,2.52,6.16,16.79
grapes,433,19.71,7.63,31.17
orange,259,24.5,14.64,43.89
banana,251,21.28,22.5,9.36
coffee,377,6.11,11.88,68.34
fried_rice,98,22.01,6.07,15.13
orange,500,9.42,16.27,41.51
fish_fry,360,27.91,8.02,34.75
egg_omelette,332,16.03,11.67,13.12
apple,230,25.41,0.84,50.22
chicken_curry,89,16.07,12.83,51.64
cake,230,15.59,9.53,71.22
pasta,381,28.52,5.07,14.48
ice_cream,135,23.6,4.55,24.35
pasta,435,22.12,21.2,51.82
chapati,332,18.09,22.81,64.21
orange,338,15.37,4.04,66.08
grapes,219,22.57,11.6,19.97
upma,282,14.93,16.46,57.9
ice_cream,53,6.8,16.01,60.11
salad,277,22.58,1.95,23.9
chapati,495,26.42,20.95,37.09
sambar,458,12.85,4.95,62.7
pizza,244,28.08,11.03,6.28
juice,200,26.37,21.2,74.92
chicken_curry,313,4.57,14.48,7.52
fried_rice,440,20.7,19.79,58.2
paneer,221,12.55,16.07,39.49
chicken_curry,77,9.41,2.18,12.57
sandwich,271,25.48,6.16,55.11
tea,73,11.52,17.09,27.29
pizza,374,14.38,22.13,7.46
burger,243,7.04,17.79,73.67
apple,302,29.4,5.04,48.96
chicken_curry,172,2.75,3.59,69.08
noodles,356,9.8,13.0,6.18
dosa,419,3.72,5.99,21.75
burger,398,8.4,6.67,34.64
idli,192,11.14,16.46,25.68
tofu,356,14.86,21.5,66.77
milk,260,26.41,5.82,61.93
banana,381,12.57,15.08,26.71
milk,141,17.62,9.78,29.64
pizza,100,25.57,16.55,47.97
ice_cream,185,19.9,19.49,12.74
tea,455,8.22,12.16,20.96
milk,54,27.09,21.93,71.67
pasta,284,1.81,5.08,41.86
banana,96,10.79,1.28,44.57
juice,211,20.02,15.52,28.02
dosa,185,7.81,13.25,32.13
idli,89,27.05,3.02,50.48
sambar,234,29.23,7.2,41.79
chapati,437,8.17,8.33,72.78
tea,424,28.0,7.96,35.15
dosa,490,12.51,5.18,78.46
chapati,171,29.0,24.79,43.92
poha,368,21.84,7.59,46.08
tea,64,28.04,7.19,15.11
salad,132,1.93,17.88,38.18
paneer,86,23.23,14.69,36.82
sambar,375,17.16,6.23,62.28
poha,457,13.05,11.72,38.75
juice,73,10.6,7.64,8.8
pizza,57,17.33,23.51,60.75
chicken_curry,64,20.74,13.56,32.21
milk,405,1.74,20.39,37.54
salad,463,8.12,1.64,28.52
orange,130,18.88,2.74,31.51
rice,217,18.45,19.47,58.35
sambar,129,3.91,17.16,76.84
fried_rice,242,1.95,16.74,73.08
tofu,350,23.0,11.59,50.13
grapes,417,23.8,15.01,5.92
apple,491,25.85,22.85,72.64
coffee,222,21.0,13.9,15.84
idli,305,25.49,8.57,78.85
pasta,295,14.96,15.41,42.02
noodles,440,20.14,18.25,21.16
egg_omelette,260,1.36,14.52,19.11
pasta,255,15.51,10.97,74.1
coffee,119,18.72,15.32,20.12
fish_fry,166,4.21,1.16,21.88
idli,152,22.48,9.34,66.48
apple,144,19.13,11.7,70.5
poha,395,14.75,3.99,13.59
dal,172,10.65,18.2,11.85
egg_omelette,416,25.92,18.5,73.7
egg_omelette,337,15.8,12.5,49.18
paneer,415,28.21,13.05,5.3
cake,366,9.51,9.98,77.26
chicken_curry,52,23.18,6.69,38.5
dosa,464,26.34,22.96,71.08
idli,84,17.17,19.99,11.83
pasta,50,22.1,15.18,35.39
pizza,220,24.58,4.09,7.87
sambar,412,24.64,0.82,71.37
banana,321,29.11,20.61,62.82
fish_fry,97,14.74,12.08,15.45
noodles,185,24.46,19.88,40.53
sambar,411,15.44,4.05,10.64
orange,298,8.4,2.58,16.95
banana,386,20.55,22.48,38.34
milk,434,29.53,13.05,54.1
sandwich,154,20.77,4.1,43.38
paneer,346,21.19,7.51,42.04
grapes,216,25.58,7.53,8.52
upma,465,16.95,10.72,42.32
dal,182,11.91,10.14,46.48
poha,263,10.89,3.07,57.23
salad,432,13.02,3.17,14.15
fried_rice,150,27.8,15.56,53.88
cake,322,8.47,20.99,17.24
tofu,181,26.07,21.18,41.67
dosa,450,26.29,10.05,32.84
grapes,305,4.8,1.11,77.96
noodles,87,28.68,21.97,75.17
tofu,57,14.64,4.53,70.89
poha,347,23.38,19.16,57.08
pizza,154,9.11,15.48,21.82
dal,103,20.45,9.11,73.6
poha,405,2.41,20.13,29.5
idli,51,28.34,21.97,55.74
sandwich,148,19.67,1.21,40.18
dosa,189,7.05,24.99,74.45
coffee,473,1.82,0.86,56.76
apple,361,3.17,5.72,40.59
sambar,218,18.14,17.82,55.0
noodles,130,15.29,15.34,59.86
sambar,143,18.75,22.25,40.51
rice,457,16.48,17.49,49.73
cake,392,20.59,7.49,60.21
dosa,158,4.48,6.95,46.8
poha,371,2.27,10.25,38.21
burger,270,7.33,23.77,17.76
orange,399,24.77,6.5,38.88
banana,85,20.33,18.13,61.56
dosa,305,20.37,24.19,5.63
pizza,238,17.09,17.59,71.95
pizza,50,20.38,16.31,76.81
banana,434,12.84,20.56,43.73
rice,301,13.25,20.62,63.5
dosa,91,6.88,7.09,11.49
orange,373,20.88,22.61,69.83
milk,405,16.49,20.65,60.39
tofu,254,16.4,4.81,21.01
fried_rice,236,27.64,16.21,41.21
fried_rice,311,7.06,21.96,21.6
chapati,289,7.6,13.53,13.58
idli,363,1.65,15.77,67.59
fried_rice,318,26.74,18.94,60.47
upma,394,27.04,3.65,9.5
pizza,97,16.22,21.08,71.42
burger,433,3.03,24.28,46.09
noodles,80,23.99,17.01,68.8
paneer,307,4.7,23.92,70.53
coffee,78,8.01,23.19,74.95
pasta,157,9.57,20.66,37.72
fish_fry,59,20.58,19.72,38.62
salad,367,24.12,2.59,6.35
paneer,284,4.43,23.86,15.73
noodles,120,6.21,4.68,68.19
milk,489,17.07,22.29,40.14
juice,267,28.51,24.44,25.48
salad,220,24.84,0.92,43.58
salad,161,6.4,1.66,30.98
grapes,306,16.15,14.81,32.49
idli,144,6.04,24.69,10.18
burger,79,27.69,20.33,23.89
fish_fry,475,22.02,21.84,78.75
dal,409,9.7,18.32,24.73
banana,168,21.33,17.64,27.03
fried_rice,101,24.53,7.16,58.39
upma,87,15.95,11.45,15.25
egg_omelette,226,19.01,22.04,77.33
orange,410,21.41,3.92,35.2
chapati,475,23.43,7.41,76.67
dosa,101,17.13,20.11,59.09
egg_omelette,229,10.95,5.6,32.39
egg_omelette,329,25.34,11.37,8.57
juice,133,28.26,1.41,62.34
banana,409,27.68,3.64,69.2
dal,302,26.47,17.77,44.92
pasta,374,25.75,13.67,67.0
tea,108,21.2,24.69,68.27
cake,463,25.78,2.05,15.59
rice,282,6.46,2.94,36.15
fried_rice,78,25.22,16.37,18.04
dosa,465,13.89,9.07,5.85
burger,105,15.43,22.37,61.86
sandwich,406,19.49,23.34,74.59
cake,134,24.42,24.67,36.15
ice_cream,144,6.05,15.28,8.33
paneer,395,5.76,1.48,53.58
pizza,377,10.4,5.38,24.08
milk,169,7.22,17.59,35.81
fried_rice,430,29.07,18.56,75.69
fish_fry,105,22.16,2.08,22.75
apple,126,6.72,16.91,25.74
pasta,50,9.05,1.31,50.31
chapati,203,8.12,0.65,11.38
burger,488,15.78,6.32,48.74
grapes,144,7.47,21.85,54.2
burger,316,11.03,4.75,25.41
poha,261,27.01,5.55,37.28
tofu,325,11.46,21.68,9.33
tea,69,26.59,19.69,54.63
noodles,222,17.37,21.61,32.12
tofu,277,19.35,11.31,59.49
noodles,166,20.96,13.07,41.2
noodles,75,26.91,13.85,54.48
banana,138,18.11,3.33,20.13
salad,107,16.53,21.78,39.31
burger,451,7.08,0.76,46.89
milk,403,11.8,15.94,28.27
pasta,461,23.31,8.2,54.27
dosa,197,16.1,22.13,9.54
banana,163,17.06,17.84,56.57
chicken_curry,405,19.91,15.93,34.9
milk,361,15.9,24.18,62.61
tofu,298,27.06,3.52,31.91
milk,463,11.26,14.19,49.17
milk,482,11.69,16.77,49.14
pizza,415,1.88,11.3,75.48
sambar,350,13.86,5.47,17.13
rice,211,6.47,2.03,17.06
salad,149,1.19,13.15,60.78
tea,84,1.32,10.98,19.37
pizza,450,18.98,11.12,53.07
fried_rice,213,2.57,11.84,10.14
dal,460,27.17,20.76,34.38
egg_omelette,400,19.6,2.52,74.82
grapes,436,13.12,24.12,70.14
sandwich,467,18.79,15.04,76.24
paneer,140,22.39,20.85,9.73
ice_cream,118,25.66,9.76,46.21
poha,121,13.59,12.9,74.74
milk,441,23.48,1.81,66.91
chicken_curry,389,3.91,22.5,37.88
fried_rice,309,29.33,8.95,6.06
chapati,338,26.25,3.33,30.15
cake,348,15.39,4.47,25.02
rice,110,2.22,7.59,42.78
salad,437,7.17,21.18,63.16
sambar,408,4.68,7.19,15.73
noodles,353,19.51,23.63,64.24
rice,172,16.75,21.45,14.23
chapati,430,17.87,7.83,11.57
burger,428,7.08,18.03,28.7
juice,265,7.74,22.42,12.63
poha,74,28.06,2.48,75.79
paneer,185,18.65,5.42,75.99
banana,237,4.54,4.65,74.88
banana,270,6.13,24.16,66.93
pasta,66,20.95,8.67,19.62
salad,460,9.22,3.68,68.38
dal,386,29.21,1.13,73.71
pasta,154,26.54,21.98,54.14
egg_omelette,318,5.09,14.69,29.81
cake,498,12.01,24.73,8.96
grapes,99,14.88,16.85,77.51
burger,441,24.1,23.24,34.1
dosa,308,10.02,7.48,72.2
juice,490,5.82,3.66,41.25
apple,306,5.96,5.94,12.43
salad,156,1.79,7.9,41.81
sandwich,51,5.01,21.19,28.52
dal,347,10.54,21.77,43.88
fish_fry,380,12.21,12.54,12.62
sandwich,108,29.33,22.58,28.89
banana,479,16.91,9.2,10.12
rice,215,7.59,10.92,12.24
chicken_curry,95,10.58,6.77,20.8
banana,403,27.74,5.3,36.91
juice,82,6.7,7.29,56.02
tea,261,21.95,15.32,55.7
coffee,256,4.98,3.04,47.31
fish_fry,184,9.03,21.22,50.23
poha,299,7.59,13.55,53.12
orange,118,8.73,15.52,31.79
rice,222,26.86,10.19,34.45
rice,317,29.14,12.25,65.79
dal,289,4.91,19.33,65.19
banana,169,24.77,1.3,68.79
fried_rice,344,24.64,8.67,21.78
poha,497,28.06,14.84,14.77
cake,424,1.9,20.87,11.51
noodles,487,6.91,17.34,37.96
pizza,82,12.22,1.47,42.17
tea,327,22.72,12.91,29.73
dosa,154,21.07,17.34,21.13
chicken_curry,80,29.23,11.81,15.48
paneer,249,3.4,7.88,50.81
paneer,222,14.01,11.17,47.32
paneer,351,14.93,7.49,41.73
apple,67,21.79,2.76,38.4
milk,485,7.01,16.5,31.68
orange,341,16.55,15.56,24.7
cake,89,22.17,6.38,31.2
upma,216,6.01,6.41,69.21
fried_rice,345,28.21,1.27,53.96
paneer,422,5.73,16.0,75.37
grapes,289,21.98,1.5,47.43
cake,193,15.64,1.34,62.07
coffee,407,11.71,13.61,21.7
rice,287,25.38,11.37,27.44
paneer,496,1.53,14.17,51.78
paneer,327,10.14,22.37,59.6
sambar,90,19.33,5.33,72.52
egg_omelette,129,10.81,2.56,61.71
paneer,127,25.43,24.0,68.55
coffee,461,20.35,0.91,28.28
noodles,340,24.26,14.79,48.6
cake,65,9.89,0.56,49.96
apple,279,8.13,2.35,65.47
apple,323,22.78,24.36,74.69
egg_omelette,333,28.69,6.65,35.79
orange,179,22.29,23.19,32.59
chicken_curry,375,5.47,17.47,75.25
juice,456,13.33,10.67,28.19
dal,495,6.84,3.82,9.86
egg_omelette,75,4.72,24.71,30.73
rice,412,8.23,15.22,39.75
pizza,371,7.79,19.11,32.24
coffee,202,27.4,20.16,34.02
sandwich,292,5.17,12.9,46.14
egg_omelette,466,9.75,12.82,37.35
grapes,482,3.22,18.88,54.39
egg_omelette,91,23.32,5.53,8.48
poha,250,16.86,0.57,76.41
coffee,474,14.38,10.84,23.76
rice,272,11.06,18.65,71.85
fish_fry,226,5.27,14.85,61.49
tofu,290,9.6,18.31,53.88
poha,474,10.65,23.84,75.8
chicken_curry,234,21.64,2.54,75.34
milk,405,13.29,5.25,13.23
noodles,74,29.92,22.61,40.67
egg_omelette,221,6.29,4.3,69.43
upma,162,13.15,9.74,71.79
apple,347,21.0,4.41,72.33
dal,468,11.91,13.89,61.43
grapes,459,21.43,14.64,62.84
tea,401,18.43,16.63,73.99
paneer,296,9.94,9.69,20.46
burger,425,27.27,12.53,5.44
upma,367,19.26,4.82,59.06
dal,359,29.54,13.22,62.03
grapes,132,6.21,5.88,21.79
coffee,406,23.32,4.38,72.88
milk,297,4.86,24.04,32.27
tofu,412,26.7,1.95,22.48
grapes,154,22.18,24.34,36.75
apple,482,13.44,17.2,76.11
fried_rice,305,4.84,11.33,44.83
burger,351,16.77,21.8,65.05
apple,342,26.1,12.92,15.94
chicken_curry,135,3.91,18.79,70.7
pizza,129,24.23,17.64,38.52
juice,177,12.9,11.29,23.94
upma,151,22.26,4.09,67.45
fish_fry,202,13.31,19.35,12.62
noodles,388,17.33,11.38,69.13
chapati,356,20.45,14.34,79.71
dal,363,22.49,13.7,68.52
apple,288,3.23,18.01,62.28
chicken_curry,139,25.35,13.53,52.53
chapati,415,7.87,13.58,37.1
coffee,90,10.98,1.84,56.82
tea,354,3.77,16.58,72.21
banana,98,14.08,22.4,39.82
salad,329,20.51,12.85,45.02
banana,460,14.57,4.18,16.3
apple,187,28.16,10.5,9.91
milk,240,24.17,20.3,29.17
coffee,457,13.08,6.91,64.44
sambar,497,12.8,8.63,42.43
rice,397,11.9,1.13,57.1
grapes,327,3.64,2.11,7.19
banana,356,5.48,13.23,49.02
upma,115,11.21,9.67,16.89
noodles,453,21.06,23.37,53.46
rice,250,2.24,18.82,30.82
burger,360,11.13,12.36,66.29
cake,459,6.46,17.9,38.11
fried_rice,319,16.44,17.59,24.51
grapes,188,21.91,11.11,35.52
grapes,463,8.67,0.9,18.46
dosa,254,22.61,4.25,66.44
orange,395,6.02,1.03,30.45
pizza,372,5.97,16.32,54.3
juice,463,7.41,2.76,74.16
pizza,79,12.02,13.68,17.18
rice,448,11.1,21.95,21.34
pizza,211,28.63,20.28,17.54
dosa,341,15.07,17.26,75.16
idli,102,3.42,21.89,53.62
pasta,175,7.97,14.08,67.78
egg_omelette,78,23.47,19.84,32.83
sambar,310,12.32,20.26,32.13
sandwich,256,26.74,10.41,64.44
chicken_curry,276,20.73,22.03,65.83
chapati,410,5.35,7.06,14.05
dal,237,21.4,13.73,14.64
orange,412,8.13,9.53,26.93
apple,193,17.88,12.43,17.91
juice,88,19.86,14.96,63.03
rice,184,5.61,18.16,53.85
chapati,183,24.5,20.86,73.07
sandwich,300,20.91,18.65,35.7
pasta,124,22.85,7.22,66.3
rice,395,10.27,2.51,53.8
sambar,260,22.25,9.29,36.42
pizza,268,10.92,11.87,49.7
chapati,399,13.32,17.48,16.03
milk,347,26.71,13.09,75.1
rice,67,29.29,16.29,40.53
chapati,406,24.78,23.08,72.17
ice_cream,412,22.74,15.85,45.49
banana,467,24.69,11.02,60.62
burger,180,12.32,24.11,77.94
paneer,242,11.01,18.99,34.74
coffee,119,23.08,1.44,8.61
fish_fry,331,10.92,0.91,60.9
pizza,94,24.12,20.07,23.61
chicken_curry,230,23.26,15.24,26.76
orange,413,5.02,6.9,19.84
upma,169,13.16,9.31,23.82
egg_omelette,344,24.81,18.81,34.21
coffee,150,24.68,17.61,57.29
banana,124,15.17,9.51,57.34
fish_fry,301,29.06,22.2,17.73
pizza,316,13.33,23.23,60.34
pizza,435,2.88,22.43,40.52
paneer,303,6.76,2.2,73.05
tofu,74,16.61,17.72,65.71
cake,470,5.95,18.11,11.17
cake,208,24.3,21.81,64.43
fish_fry,365,14.25,16.45,56.3
burger,383,3.65,10.22,68.8
noodles,331,11.3,14.39,14.05
fish_fry,91,2.13,2.07,57.68
pizza,75,23.17,20.4,52.56
orange,323,24.43,1.61,28.91
ice_cream,143,18.74,14.64,26.29
banana,289,12.38,10.09,77.45
milk,425,27.02,12.93,18.4
juice,394,14.24,21.74,34.53
sambar,240,12.21,8.29,20.37
sandwich,318,6.75,11.52,36.23
pizza,55,14.19,4.3,52.47
cake,408,19.35,12.95,20.17
idli,163,7.99,22.42,29.19
juice,178,12.9,13.84,29.88
pasta,303,22.78,24.93,43.34
fish_fry,289,28.59,5.8,43.56
rice,429,8.3,5.17,61.57
fish_fry,475,13.68,21.08,69.54
orange,498,5.98,10.14,61.41
dosa,174,5.94,9.43,25.61
fish_fry,468,4.98,3.93,8.34
milk,256,1.79,22.79,31.06
juice,495,11.93,8.36,10.17
upma,131,1.39,2.14,62.39
coffee,362,20.39,9.94,50.09
grapes,123,22.4,11.0,66.12
cake,247,29.33,5.07,73.28
fried_rice,215,14.44,15.15,55.26
tea,139,10.2,14.9,12.34
upma,82,19.77,7.14,79.43
noodles,222,15.28,7.79,56.51
idli,239,3.37,5.02,28.37
grapes,168,8.71,5.11,64.51
pizza,449,13.62,10.46,35.04
paneer,156,21.31,9.59,33.58
grapes,360,23.83,10.83,18.36
rice,172,19.93,16.01,68.13
orange,293,17.64,13.71,67.12
sandwich,130,28.5,17.22,62.09
ice_cream,444,6.38,7.49,7.75
